,day,DriverID,dtime[min],number,weight,distance[m]
2,20200601,55135,3.0,1.0,1.0,134.55527756006325
3,20200601,55135,5.0,5.0,30.0,251.11747933151247
4,20200601,55135,5.0,1.0,104.0,71.71230834650015
5,20200601,55135,7.0,8.0,319.0,292.13072281686976
6,20200601,55135,5.0,1.0,20.0,296.137664590842
7,20200601,55135,8.0,22.0,412.0,104.05892935195119
8,20200601,55135,4.0,1.0,20.0,110.70140879307718
9,20200601,55135,5.0,1.0,20.0,393.2629751248598
10,20200601,55135,6.0,3.0,30.0,278.29732947373736
0,20200601,55528,20.0,5.0,44.0,608.9111645307062
1,20200601,55528,7.0,2.0,3.0,152.18895301667914
2,20200601,55528,8.0,1.0,19.0,1152.551812398829
3,20200601,55528,5.0,1.0,6.0,282.8874366812408
4,20200601,55528,6.0,1.0,5.0,1184.7624726888662
5,20200601,55528,46.0,1.0,8.0,322.67237026887483
6,20200601,55528,8.0,3.0,16.0,1035.9482482372407
7,20200601,55528,13.0,1.0,20.0,1555.9736742483633
8,20200601,55528,9.0,1.0,2.0,1722.0052398131
9,20200601,55528,4.0,1.0,5.0,854.5683685555018
10,20200601,55528,5.0,2.0,23.0,576.6316962163659
11,20200601,55528,3.0,2.0,20.0,479.6897422856557
12,20200601,55528,82.0,2.0,10.0,353.8832578000236
13,20200601,55528,-72.0,52.0,857.0,529.5895434643411
14,20200601,55528,72.0,1.0,5.0,529.5895434643411
0,20200601,55890,10.0,25.0,387.0,777.139425381511
1,20200601,55890,3.0,1.0,8.0,241.05900789552726
2,20200601,55890,6.0,4.0,604.0,372.8457063367393
3,20200601,55890,45.0,3.0,225.0,272.97142555962535
4,20200601,55890,10.0,15.0,240.0,504.8769944327707
5,20200601,55890,3.0,1.0,40.0,130.20400468222306
6,20200601,55890,2.0,1.0,2.0,579.7064807584071
7,20200601,55890,-12.0,1.0,10.0,438.9308112455114
8,20200601,55890,5.0,4.0,85.0,102.9444516943327
9,20200601,55890,7.0,14.0,238.0,296.95686354944587
10,20200601,55890,7.0,1.0,1.0,83.56204127735134
11,20200601,55890,6.0,3.0,25.0,734.9209815885044
12,20200601,55890,4.0,1.0,20.0,737.5145018012712
13,20200601,55890,2.0,2.0,80.0,62.21998563176608
14,20200601,55890,4.0,1.0,1.0,155.68425296977904
15,20200601,55890,6.0,4.0,40.0,761.5404037966155
16,20200601,55890,6.0,25.0,500.0,359.2575786592361
17,20200601,55890,76.0,1.0,136.0,319.52015294298167
18,20200601,55890,17.0,1.0,50.0,660.9517071682778
19,20200601,55890,54.0,1.0,10.0,137.64865770623757
0,20200601,55996,12.0,2.0,60.0,193.53569449870375
1,20200601,55996,2.0,2.0,55.0,35.13881356298248
2,20200601,55996,5.0,3.0,20.0,25.923208273775092
3,20200601,55996,2.0,4.0,30.0,152.39571812256773
4,20200601,55996,49.0,1.0,10.0,167.70572027634037
5,20200601,55996,1.0,1.0,10.0,0.8393851035338301
6,20200601,55996,2.0,2.0,17.0,97.00516908819452
7,20200601,55996,2.0,1.0,20.0,46.36269510441743
8,20200601,55996,3.0,1.0,4.0,70.4075170778878
9,20200601,55996,8.0,1.0,10.0,104.57958983902788
10,20200601,55996,1.0,1.0,6.0,83.05476361374787
11,20200601,55996,5.0,5.0,110.0,113.11585227056109
12,20200601,55996,3.0,2.0,40.0,32.78840420117019
13,20200601,55996,4.0,1.0,10.0,40096.71611864364
14,20200601,55996,1.0,2.0,40.0,40290.78087154493
15,20200601,55996,3.0,1.0,4.0,110.21758221035833
0,20200601,56023,9.0,2.0,620.0,3422.260901627739
1,20200601,56023,49.0,5.0,184.0,783.1122295144662
2,20200601,56023,4.0,1.0,4.0,15.789790389928335
3,20200601,56023,53.0,98.0,1189.0,505.4689931068789
0,20200601,56177,31.0,54.0,739.0,0.0
1,20200601,56177,49.0,1.0,10.0,0.0
2,20200601,56177,39.0,65.0,893.0,920.4660808547603
3,20200601,56177,6.0,8.0,300.0,110.6421126136472
4,20200601,56177,58.0,2.0,127.0,5703.506885105876
0,20200601,56231,5.0,6.0,110.0,197.23278471834627
1,20200601,56231,43.0,1.0,80.0,116.97831616715212
2,20200601,56231,3.0,1.0,10.0,123.05511582374434
3,20200601,56231,5.0,1.0,500.0,167.49310109931454
4,20200601,56231,-60.0,1.0,5.0,275.83478434793994
0,20200601,56267,57.0,4.0,450.0,1726.7773501104923
1,20200601,56267,16.0,4.0,387.0,971.5490634064777
2,20200601,56267,18.0,1.0,2.0,1571.8981658452287
3,20200601,56267,1.0,2.0,40.0,12.807016295288232
0,20200601,93826,14.0,6.0,932.0,9733.670272865736
1,20200601,93826,59.0,9.0,1152.0,13162.640526201962
2,20200601,93826,22.0,2.0,911.0,3355.6897523773378
0,20200601,113370,49.0,1.0,36.0,1050.5157576554332
1,20200601,113370,11.0,2.0,25.0,865.1749818173587
2,20200601,113370,4.0,3.0,18.0,640.6303106504968
3,20200601,113370,5.0,1.0,20.0,1037.2786993010498
4,20200601,113370,7.0,1.0,5.0,751.3546891031601
5,20200601,113370,15.0,14.0,465.0,181.8969017157316
6,20200601,113370,10.0,1.0,3.0,653.9258080253238
7,20200601,113370,6.0,6.0,319.0,787.217316664704
8,20200601,113370,45.0,1.0,50.0,149.36873656074843
9,20200601,113370,6.0,4.0,55.0,350.74213192864204
10,20200601,113370,9.0,1.0,3.0,1350.1238940737971
11,20200601,113370,18.0,2.0,660.0,2929.234219827233
0,20200601,113388,6.0,3.0,44.0,265.91980418252
1,20200601,113388,5.0,4.0,100.0,197.8354846864439
2,20200601,113388,-5.0,1.0,15.0,197.8354846864439
3,20200601,113388,13.0,1.0,430.0,896.5956924594046
4,20200601,113388,4.0,1.0,30.0,651.3566001232822
5,20200601,113388,50.0,1.0,5.0,1996.4981703927913
6,20200601,113388,4.0,1.0,20.0,297.37649131362946
7,20200601,113388,3.0,1.0,10.0,333.58992801431094
8,20200601,113388,3.0,2.0,17.0,238.97753113457733
9,20200601,113388,6.0,1.0,1.0,1183.138937012659
10,20200601,113388,8.0,2.0,20.0,2403.3891570199808
11,20200601,113388,4.0,1.0,10.0,1225.491926529865
0,20200601,114875,5.0,6.0,338.0,106.97671013786851
1,20200601,114875,6.0,12.0,225.0,171.5046741856161
2,20200601,114875,6.0,1.0,20.0,130.68188522112803
3,20200601,114875,7.0,1.0,20.0,118.17258469504355
4,20200601,114875,3.0,2.0,12.0,245.2755360123979
5,20200601,114875,2.0,1.0,12.0,131.9783237731078
6,20200601,114875,8.0,2.0,40.0,818.7985716162618
7,20200601,114875,77.0,2.0,40.0,461.1371279982738
0,20200601,115430,94.0,51.0,1126.0,8598.618564241671
0,20200601,131829,63.0,1.0,147.0,2507.9010669845748
1,20200601,131829,11.0,1.0,82.0,2710.943484992602
2,20200601,131829,8.0,1.0,5.0,304.33605911028474
3,20200601,131829,7.0,2.0,75.0,311.9746098623734
4,20200601,131829,376.0,3.0,50.0,2894.6782809079937
5,20200601,131829,28.0,2.0,260.0,2754.0084146091313
0,20200601,131960,13.0,10.0,959.0,392.6864288899589
1,20200601,131960,11.0,100.0,800.0,1172.6513491419505
2,20200601,131960,2.0,7.0,1143.0,3713.67759443876
0,20200601,131970,166.0,20.0,590.0,1283.4856587341262
1,20200601,131970,14.0,1.0,550.0,532.6356605451082
2,20200601,131970,20.0,3.0,72.0,1448.1721261173618
3,20200601,131970,780.0,1.0,5.0,2713.3804479083133
0,20200601,131994,207.0,19.0,380.0,0.0
1,20200601,131994,-25.0,2.0,10.0,564.0136210716646
2,20200601,131994,14.0,6.0,54.0,1436.450685638941
0,20200601,152412,11.0,1.0,600.0,8.701372972089592
1,20200601,152412,9.0,16.0,257.0,1550.089017670917
2,20200601,152412,52.0,8.0,195.0,357.07608661733707
3,20200601,152412,14.0,5.0,57.0,3024.981877941391
0,20200601,156126,22.0,20.0,154.0,1458.7128331450294
1,20200601,156126,-6.0,2.0,430.0,598.5396844763592
2,20200601,156126,65.0,3.0,194.0,652.0659218600451
0,20200601,156804,1.0,8.0,558.0,21976.960745493714
1,20200601,156804,-1.0,45.0,535.0,26.753675138850966
2,20200601,156804,-168.0,44.0,1174.0,18817.330631872093
0,20200601,213545,6.0,4.0,380.0,266.4922208395065
1,20200601,213545,18.0,133.0,837.0,3514.520160227324
2,20200601,213545,13.0,17.0,264.0,0.0
3,20200601,213545,5.0,10.0,130.0,0.0
4,20200601,213545,43.0,1.0,20.0,60.7648459604535
5,20200601,213545,333.0,1.0,3.0,1663.101527810733
6,20200601,213545,5.0,3.0,480.0,0.0
0,20200601,214147,47.0,1.0,70.0,375.6840647223103
1,20200601,214147,26.0,10.0,150.0,1213.5417154125043
2,20200601,214147,-24.0,2.0,33.0,1213.5417154125043
3,20200601,214147,24.0,1.0,2.0,1213.5417154125043
4,20200601,214147,2.0,3.0,190.0,0.0
5,20200601,214147,16.0,1.0,10.0,2307.4560333359
6,20200601,214147,1.0,19.0,70.0,0.0
0,20200601,214532,6.0,2.0,42.0,444.83641834620073
1,20200601,214532,15.0,15.0,345.0,1426.5671925403865
2,20200601,214532,9.0,1.0,2.0,407.13096300497153
3,20200601,214532,4.0,2.0,58.0,123.98254869386838
4,20200601,214532,3.0,1.0,8.0,230.19785517496248
5,20200601,214532,43.0,1.0,5.0,114.82600520701479
6,20200601,214532,9.0,1.0,2.0,181.1275382957173
7,20200601,214532,3.0,1.0,10.0,44.23114112701003
8,20200601,214532,3.0,4.0,46.0,221.93769332260982
9,20200601,214532,4.0,6.0,19.0,488.1588738038576
10,20200601,214532,12.0,1.0,12.0,645.0625827600414
11,20200601,214532,3.0,1.0,20.0,231.09903792697511
12,20200601,214532,11.0,45.0,712.0,285.44793302420027
13,20200601,214532,4.0,1.0,2.0,414.2440008601066
14,20200601,214532,8.0,1.0,24.0,480.4096945229676
15,20200601,214532,44.0,3.0,28.0,190.7551925662832
16,20200601,214532,251.0,1.0,70.0,1505.884466184793
0,20200601,214811,4.0,5.0,56.0,0.0
1,20200601,214811,12.0,3.0,1250.0,1135.5285320064706
2,20200601,214811,8.0,4.0,809.0,43.171092626944436
3,20200601,214811,12.0,2.0,200.0,239.50706387605072
4,20200601,214811,4.0,9.0,13.0,104.91013742973902
5,20200601,214811,9.0,9.0,122.0,84.13655454898232
0,20200601,214818,4.0,1.0,7.0,208.02730059767146
1,20200601,214818,5.0,1.0,10.0,291.2075150725873
2,20200601,214818,25.0,19.0,134.0,430.38193164494817
3,20200601,214818,5.0,25.0,462.0,89.4335843423413
4,20200601,214818,6.0,5.0,56.0,60.90909175152247
5,20200601,214818,5.0,2.0,40.0,84.83296288637953
6,20200601,214818,46.0,3.0,19.0,88.06581832951044
7,20200601,214818,-74.0,1.0,10.0,501.854350626286
8,20200601,214818,9.0,1.0,1.0,168.7266849981873
9,20200601,214818,71.0,5.0,42.0,874.3257490703676
10,20200601,214818,13.0,1.0,10.0,718.7240239222895
0,20200601,221096,3.0,2.0,26.0,144.97998214127477
1,20200601,221096,7.0,1.0,5.0,186.3702732491425
2,20200601,221096,8.0,7.0,229.0,1028.3152455401103
3,20200601,221096,6.0,1.0,2.0,1111.9277817450147
4,20200601,221096,65.0,1.0,20.0,1504.7281583200524
5,20200601,221096,7.0,1.0,90.0,730.5412456359338
6,20200601,221096,13.0,4.0,40.0,150.88474443385473
7,20200601,221096,5.0,6.0,79.0,234.22940286576758
8,20200601,221096,6.0,2.0,40.0,1139.616271280726
9,20200601,221096,54.0,1.0,5.0,1213.744189636382
10,20200601,221096,21.0,10.0,193.0,377.3119174121506
11,20200601,221096,-8.0,1.0,15.0,1016.3531346548953
12,20200601,221096,15.0,1.0,20.0,299188.3856996437
0,20200601,222657,-5.0,25.0,150.0,54.55763106876601
1,20200601,222657,27.0,8.0,126.0,77.08832661566811
2,20200601,222657,56.0,12.0,106.0,926.7662526080873
3,20200601,222657,9.0,2.0,296.0,677.620213884698
4,20200601,222657,11.0,2.0,80.0,2338.5299321356347
5,20200601,222657,2.0,4.0,105.0,0.0
6,20200601,222657,399.0,1.0,5.0,3860.206799043089
7,20200601,222657,12.0,1.0,2.0,3860.206799043089
8,20200601,222657,1.0,1.0,64.0,0.0
0,20200601,222911,14.0,2.0,40.0,1865.0601219719538
1,20200601,222911,3.0,1.0,10.0,101.07695973685468
2,20200601,222911,12.0,1.0,5.0,316.8519194883132
3,20200601,222911,10.0,1.0,5.0,796.5184138817846
4,20200601,222911,61.0,1.0,5.0,6012.824297459948
5,20200601,222911,5.0,1.0,240.0,274.07407603552764
6,20200601,222911,8.0,1.0,15.0,470.7504909265461
7,20200601,222911,3.0,1.0,10.0,338.7144847246996
8,20200601,222911,5.0,5.0,100.0,219.6556821767651
9,20200601,222911,294.0,8.0,224.0,304.9825310115391
10,20200601,222911,-26.0,3.0,15.0,371.6896695046962
11,20200601,222911,16.0,1.0,32.0,151.94326950981133
12,20200601,222911,-276.0,1.0,1.0,736.5030357367617
13,20200601,222911,13.0,1.0,20.0,797.0073454400052
14,20200601,222911,51.0,1.0,30.0,2699.014049564553
15,20200601,222911,9.0,1.0,3.0,984.4759137975221
16,20200601,222911,7.0,1.0,8.0,2730.5158507802034
17,20200601,222911,74.0,9.0,336.0,220.7270803112134
18,20200601,222911,7.0,1.0,10.0,1198.2691280984031
19,20200601,222911,47.0,1.0,5.0,1486.1830182949332
20,20200601,222911,355.0,1.0,10.0,1018.3789891947837
21,20200601,222911,7.0,1.0,5.0,371.57078793169865
22,20200601,222911,21.0,1.0,5.0,925.3613409571711
0,20200601,231360,6.0,1.0,2.0,373.31739743149967
1,20200601,231360,7.0,1.0,25.0,317.4585943372847
2,20200601,231360,3.0,1.0,10.0,118.74973699885997
3,20200601,231360,1.0,1.0,5.0,29.377094989308567
4,20200601,231360,3.0,5.0,54.0,113.24035821639853
5,20200601,231360,4.0,2.0,40.0,67.8384351620623
6,20200601,231360,2.0,2.0,90.0,28.48111325330397
7,20200601,231360,1.0,2.0,70.0,20.367094661930746
8,20200601,231360,48.0,5.0,85.0,482.3173902008863
9,20200601,231360,18.0,2.0,205.0,225.7887120494513
10,20200601,231360,-15.0,2.0,416.0,118.77316326846251
11,20200601,231360,20.0,1.0,10.0,454.4726026251051
12,20200601,231360,22.0,5.0,455.0,453.7910343112988
13,20200601,231360,10.0,3.0,48.0,617.5612532154721
14,20200601,231360,44.0,22.0,306.0,248.89794384666345
15,20200601,231360,20.0,6.0,117.0,1290.5273137683992
0,20200601,232125,11.0,8.0,188.0,804.6902634764293
1,20200601,232125,12.0,18.0,97.0,115.67470469804036
2,20200601,232125,12.0,1.0,5.0,594.6369148477359
3,20200601,232125,56.0,1.0,20.0,206.0740071135774
4,20200601,232125,16.0,3.0,40.0,558.9079705507576
5,20200601,232125,1.0,2.0,25.0,163.63185517362743
6,20200601,232125,2.0,1.0,14.0,235.07194638678365
7,20200601,232125,17.0,8.0,140.0,276772.1939321901
8,20200601,232125,4.0,1.0,1.0,276389.5094065684
9,20200601,232125,50.0,2.0,15.0,664.2199581428101
10,20200601,232125,-145.0,2.0,15.0,729.3453061529357
11,20200601,232125,667.0,11.0,220.0,724.7794601182754
0,20200601,232680,4.0,1.0,20.0,108.93232339363415
1,20200601,232680,6.0,4.0,20.0,168.8268207292597
2,20200601,232680,5.0,1.0,8.0,495.46489816563655
3,20200601,232680,7.0,1.0,20.0,641.6722320234721
4,20200601,232680,51.0,1.0,10.0,3798.443317294553
5,20200601,232680,4.0,10.0,101.0,3834.994408245551
6,20200601,232680,3.0,1.0,30.0,65.54194950863253
7,20200601,232680,4.0,6.0,48.0,447.32385083255855
8,20200601,232680,6.0,1.0,30.0,331.9582987235071
9,20200601,232680,6.0,5.0,100.0,481.5409045306957
10,20200601,232680,797.0,2.0,46.0,6075.952795670728
0,20200601,314565,69.0,2.0,50.0,6333.863719558517
0,20200601,315540,4.0,2.0,20.0,53.118248805995954
1,20200601,315540,15.0,3.0,822.0,744.9353790060908
2,20200601,315540,23.0,2.0,37.0,5.806881334691783
3,20200601,315540,47.0,2.0,580.0,0.0
4,20200601,315540,9.0,6.0,48.0,230.6636311033584
0,20200601,315556,1.0,1.0,200.0,0.0
1,20200601,315556,2.0,1.0,15.0,153.27518872465657
2,20200601,315556,9.0,4.0,76.0,165.9791289394577
3,20200601,315556,54.0,7.0,167.0,287.61399053249266
4,20200601,315556,3.0,1.0,20.0,82.14490889375904
0,20200601,316632,4.0,101.0,1504.0,0.0
1,20200601,316632,62.0,2.0,16.0,3282.9855179069136
2,20200601,316632,14.0,5.0,45.0,1127.9596641585867
0,20200601,331218,1.0,1.0,10.0,7.51610597114901
1,20200601,331218,58.0,21.0,266.0,898.0528887721554
2,20200601,331218,10.0,2.0,20.0,188966.92394332483
3,20200601,331218,-10.0,67.0,817.0,188966.92394332483
4,20200601,331218,10.0,1.0,40.0,188966.92394332483
5,20200601,331218,6.0,2.0,20.0,188958.51794962544
6,20200601,331218,74.0,4.0,30.0,29.00686030867449
7,20200601,331218,10.0,2.0,30.0,838.8655792101912
0,20200601,340398,9.0,6.0,101.0,3.4777971298786983
1,20200601,340398,8.0,2.0,10.0,727.9771440505828
2,20200601,340398,44.0,1.0,16.0,87.96062120499104
3,20200601,340398,9.0,4.0,80.0,646.969298725593
4,20200601,340398,8.0,35.0,546.0,145.46390402953102
5,20200601,340398,14.0,1.0,20.0,187.7572223377261
6,20200601,340398,11.0,1.0,35.0,559.2577300525537
7,20200601,340398,7.0,1.0,10.0,454.9512034662422
8,20200601,340398,5.0,1.0,28.0,126.65803530507486
9,20200601,340398,47.0,1.0,10.0,361.5232113634149
10,20200601,340398,1.0,1.0,20.0,25.585451595762066
11,20200601,340398,4.0,1.0,10.0,260.37411744018175
12,20200601,340398,11.0,16.0,277.0,731.2007030289097
13,20200601,340398,22.0,3.0,18.0,209.85251738164126
0,20200601,413808,86.0,9.0,167.0,2315.712759887038
1,20200601,413808,3.0,1.0,5.0,0.0
2,20200601,413808,-28.0,1.0,970.0,1386.1713055028067
0,20200601,414273,6.0,1.0,10.0,306.4778080426478
1,20200601,414273,7.0,1.0,12.0,84.55769442244406
2,20200601,414273,1.0,1.0,10.0,283.93402310547725
3,20200601,414273,75.0,4.0,194.0,411.0833735640954
4,20200601,414273,3.0,1.0,20.0,240.81025415989617
5,20200601,414273,9.0,12.0,224.0,804.3715412645809
6,20200601,414273,7.0,3.0,27.0,760.6776228920228
7,20200601,414273,5.0,2.0,20.0,120.38475714610473
8,20200601,414273,47.0,2.0,16.0,619.6852590407339
9,20200601,414273,4.0,1.0,5.0,190.59222711688736
10,20200601,414273,12.0,1.0,1.0,308.29039111667726
11,20200601,414273,6.0,9.0,106.0,80.57054420995986
12,20200601,414273,2.0,1.0,15.0,78.99064507199881
13,20200601,414273,3.0,8.0,80.0,0.0
14,20200601,414273,8.0,1.0,70.0,1044.0709178080338
15,20200601,414273,7.0,2.0,48.0,1678.4396661036753
16,20200601,414273,10.0,2.0,35.0,2526.53302356947
17,20200601,414273,6.0,1.0,2.0,2257.169865753609
18,20200601,414273,46.0,2.0,21.0,193.3735308130247
19,20200601,414273,13.0,1.0,13.0,812.1521837363858
20,20200601,414273,99.0,1.0,6.0,780.1079747397459
21,20200601,414273,302.0,5.0,56.0,446.76317762904415
22,20200601,414273,116.0,4.0,80.0,1148.8386779655243
23,20200601,414273,6.0,3.0,60.0,39.40344639882354
0,20200601,450699,-5.0,11.0,206.0,311.39388899965036
1,20200601,450699,19.0,3.0,130.0,3021.095377679897
2,20200601,450699,-31.0,1.0,400.0,4442.23693198133
0,20200601,512527,8.0,3.0,32.0,1972.9494269420454
1,20200601,512527,-8.0,4.0,27.0,1972.9494269420454
2,20200601,512527,22.0,57.0,2436.0,428.576143867896
0,20200601,512848,3.0,13.0,260.0,505.2269436218925
1,20200601,512848,8.0,1.0,2.0,683.2266212967772
2,20200601,512848,7.0,2.0,39.0,687.660217953278
3,20200601,512848,8.0,1.0,20.0,1628.0501638472113
4,20200601,512848,10.0,2.0,51.0,1771.556310832803
5,20200601,512848,3.0,3.0,19.0,2787.756426076547
6,20200601,512848,47.0,10.0,190.0,2033.1518166246303
7,20200601,512848,4.0,2.0,29.0,191.45280637590795
8,20200601,512848,7.0,1.0,20.0,819.3310854156366
9,20200601,512848,5.0,1.0,100.0,58.41807367301163
